,Name,Compound Score,Negative Score,Neutral Score,Postive Score
851,A&W,0.443378276,0.029220016,0.802113979,0.168666402
852,Original Taste,0.443483962,0.029208416,0.802100834,0.168691147
853,Luma,0.443539294,0.029193101,0.8021364,0.1686705
854,Nightowl,0.443086851,0.029264554,0.802136238,0.168599208
855,Steak & Cheese & Quick Pita Restaurant,0.442899881,0.029289953,0.802188291,0.168521756
856,Pancho y Emiliano,0.443457448,0.029255235,0.801975109,0.168769656
857,AllStar Wings & Ribs,0.442734333,0.029323599,0.802031571,0.16864483
858,Sizzler Kabab,0.442706149,0.029324399,0.802020891,0.16865471
859,Yunshang Rice Noodle,0.44275811,0.029289764,0.802117323,0.168592913
860,Taste of Tibet,0.442845673,0.029266719,0.802164044,0.168569237
861,My Roti Place,0.442914813,0.029273477,0.802186248,0.168540275
862,Sud Forno,0.442737677,0.029284537,0.802206044,0.168509419
863,Bombay Roti,0.443182948,0.029250098,0.802141905,0.168607997
864,Jerk Spot,0.443326077,0.029270164,0.802122553,0.168607283
865,Hong Shing Chinese Restaurant,0.442502386,0.029298788,0.802291748,0.168409464
866,Cafe Oro Di Napoli,0.442879258,0.029264453,0.802285156,0.168450391
867,Wafflian - Belgian Waffle and Cupcake Bar,0.442667616,0.029330082,0.80218533,0.168484588
868,Govinda's,0.442895051,0.029295791,0.80213484,0.168569369
869,LoPan,0.443088945,0.02926158,0.802178669,0.168559751
870,Carmen's Steak House,0.442978305,0.029227449,0.802294323,0.168478227
871,Dish Cooking Studio,0.443180505,0.029231068,0.802227184,0.168541748
872,Kit Kat Italian Bar & Grill,0.443482894,0.029228472,0.801967804,0.168803724
873,By The Way,0.443549438,0.029194498,0.802034095,0.168771406
874,The Poet Cafe,0.443620163,0.029160604,0.802095588,0.168743808
875,Toma Burger Addiction,0.443534673,0.029163123,0.802091612,0.168745265
876,Calii Love,0.443091467,0.029170656,0.802214286,0.168615058
877,Yeahyeahs pizza,0.442977092,0.029234477,0.802089472,0.168676051
878,Snakes & Lattes College,0.443157589,0.029200693,0.802135978,0.168663328
879,Oja Noodles House,0.443210196,0.029213544,0.80207349,0.168712967
880,AAA Bar,0.443097463,0.029179862,0.802133743,0.168686395
881,Grand Electric Taqueria,0.443217313,0.029163148,0.802191939,0.168644914
882,Paramount Fine Foods,0.442867638,0.029202071,0.802250767,0.168547163
883,Quanto Basta,0.442976025,0.029168518,0.80226465,0.168566833
884,Avenue Café + Bistro,0.443110138,0.029135042,0.80227697,0.168587988
885,Amadeu's Restaurant,0.443212228,0.029188766,0.802072984,0.168737868
886,Pizzeria Via Mercanti,0.443309351,0.029155344,0.802155344,0.168688931
887,Touhenboku Ramen Restaurant,0.443347884,0.029162791,0.802134197,0.168702631
888,New Sky Restaurant,0.442501333,0.029298553,0.802142803,0.168558264
889,La Forchetta,0.44263218,0.029309243,0.802057436,0.168633321
890,Gabby's Bar and Grill,0.442639704,0.029364742,0.801987842,0.168647416
891,The Annex,0.442802697,0.029353589,0.801792632,0.168853779
892,Hangry Burger,0.442941578,0.029380501,0.801658953,0.168960926
893,The Works Gourmet Burger Bistro,0.442729443,0.029374005,0.801742327,0.168884047
894,The George Street Diner,0.44314841,0.029366768,0.801499621,0.169133989
895,Rosewood Chinese Cuisine,0.443048544,0.029333459,0.801638941,0.169027977
896,El Chapo,0.442994789,0.029300227,0.801751888,0.168948263
897,RUDY,0.442896831,0.029303659,0.801800453,0.168896643
898,Market Street Catch,0.443319141,0.029292389,0.801685757,0.169022231
899,Taste of Yunnan,0.443320324,0.029259315,0.801745954,0.168995107
900,Village Juicery,0.443597481,0.029226316,0.801700752,0.169073308
901,Kawa Sushi,0.443554487,0.029271123,0.801665415,0.169063462
902,Regina Pizzeria & Trattoria,0.443481658,0.0292997,0.801593398,0.169106902
903,Pilot Coffee Roasters,0.443566092,0.029317722,0.801523042,0.169159236
904,Green Box Express,0.443514034,0.029331961,0.801508982,0.169159057
905,The Diner's Corner,0.443890953,0.029331215,0.801385794,0.169282991
906,Ding Dong Pastries,0.443939059,0.029320015,0.801413368,0.169266617
907,Red Lobster,0.443730921,0.029312943,0.801500932,0.169186125
908,Goldstone Noodle Restaurant,0.442778316,0.029583458,0.801385618,0.169030924
909,The Bier Markt,0.442544287,0.029620022,0.801267585,0.169112393
910,King Palace,0.442375353,0.029652416,0.801249071,0.169098513
911,Churrasqueira Do Sardinha,0.442078648,0.02968511,0.80126736,0.169047531
912,Koha Pacific Kitchen,0.442419918,0.029652077,0.801201409,0.169146513
913,Suksi Biryani House,0.442144424,0.029683587,0.801246017,0.169070396
914,Vesta Lunch,0.442062435,0.029685048,0.801294967,0.169019985
915,Sotto Voce Wine & Pasta Bar,0.442184214,0.029652126,0.801277264,0.16907061
916,Ajisen Ramen,0.442130428,0.029677253,0.801269572,0.169053176
917,Ka Chi,0.442164183,0.029704168,0.801247141,0.169048691
918,FRIDAY Roots & Vibes,0.442357522,0.029693215,0.801113938,0.169192847
919,Ki Modern Japanese + Bar,0.442129061,0.029704236,0.801187109,0.169108656
920,North of Brooklyn Pizzeria,0.441874467,0.029732524,0.801251288,0.169016188
921,Spicy Incredibowl,0.442023447,0.029732819,0.801228592,0.169038589
922,Me Va Me Kitchen Express,0.44191895,0.029737789,0.801215571,0.16904664
923,Future Bistro,0.442173881,0.029726706,0.801202494,0.1690708
924,New York Subs & Burritos,0.442363943,0.029727373,0.801182851,0.169090143
925,Kathmandu Restaurant,0.442537152,0.029694729,0.801119327,0.16918631
926,Yueh Tung Restaurant,0.442317514,0.029662157,0.801270201,0.169068007
927,Fifth Pubhouse,0.442106538,0.029665084,0.801332359,0.169002922
928,Ritz Bar,0.442292229,0.029687705,0.801284933,0.169027727
929,Green Gene,0.442438804,0.02969876,0.801232677,0.169068928
930,Vivoli,0.4422651,0.029738798,0.801186157,0.16907541
931,Nirvana,0.442413282,0.029706332,0.801085153,0.169208879
932,Jack Astor's Bar & Grill,0.442404435,0.029673937,0.801162123,0.169164304
933,King Place,0.442648511,0.029641612,0.801158315,0.169200436
934,BBs Diner,0.443068226,0.029609358,0.801051868,0.169339137
935,Flock Rotisserie + Greens,0.442872428,0.029656522,0.800923913,0.169419565
936,N'awlins Jazz Bar & Dining,0.443007058,0.029667029,0.800847991,0.16948498
937,Origination,0.442760304,0.02967462,0.800951193,0.169374187
938,Mistura Restaurant,0.442875587,0.02964247,0.801007945,0.169349585
939,Bulldog Coffee,0.442702633,0.029640693,0.80109127,0.169268038
940,Montecito Restaurant,0.442705117,0.029608649,0.801176216,0.169215135
941,Caribbean Taste,0.442446652,0.029662347,0.801145788,0.169191865
942,Fubar,0.44169306,0.029782093,0.801085581,0.169132327
943,Howard Ferguson Dining Hall,0.440946281,0.029848365,0.801140855,0.16901078
944,Saks Food Hall,0.440935427,0.029843862,0.801172649,0.168983489
945,Harmoney Chinese Restaurant,0.440672105,0.029844389,0.801282897,0.168872714
946,Nantana Thai Food & Desserts,0.44035634,0.029812321,0.801461676,0.168726003
947,Avant Gout Restaurant,0.440299141,0.029831485,0.801364937,0.16880322
948,Cora's Breakfast and Lunch,0.440356791,0.0297995,0.801362044,0.168838099
949,Cumbraes,0.440291003,0.029789004,0.801418065,0.168792574
950,Jacksons Burger,0.440306812,0.029782097,0.801402639,0.168814907
951,Mandy Restaurant,0.440316744,0.029816174,0.801306377,0.168877449
952,Gallery Sushi,0.440245302,0.029784342,0.801394662,0.168820996
953,The Sky Stars,0.440291397,0.029752577,0.801472449,0.168774973
954,Greek & Co,0.440104688,0.029806463,0.801403409,0.168790128
955,The Burger's Priest,0.439848954,0.029810571,0.801512593,0.168676836
956,The Porch Toronto,0.439846563,0.029834515,0.80148051,0.168684975
957,Jangwon,0.43935646,0.029898761,0.80151646,0.168584425
958,Pronto Cafe,0.439357269,0.029992925,0.801316236,0.168690485
959,District Eatery,0.439585618,0.029961131,0.801331802,0.168706714
960,Bymark,0.439959372,0.029929403,0.801260148,0.168810095
961,Mean Bao,0.439177539,0.030006347,0.801332158,0.168661142
962,Northern Belle,0.439354209,0.029974639,0.801379711,0.168645298
963,Weslodge Bar & Grill,0.439825721,0.029942998,0.801244546,0.168812104
964,Pita Q Restaurant,0.440191107,0.029911424,0.801125132,0.168963093
965,B.GOOD,0.440510569,0.02991889,0.801051615,0.169029494
966,One Loft,0.440483789,0.029897895,0.801093684,0.169008421
967,New Generation Grill Fusion,0.440416053,0.029866456,0.801200491,0.168933053
968,Le Petit Déjeuner,0.440345168,0.029891106,0.801202381,0.168906513
969,Ramen Misoya,0.440600909,0.029859741,0.801206016,0.168934243
970,China Wok,0.440575114,0.029838868,0.801255156,0.168905977
971,Chimac Pub & Fried Chicken,0.440808415,0.029807612,0.801256634,0.168935754
972,Istanbul Shawarma,0.441038472,0.029776421,0.801247297,0.168976282
973,El Tenedor,0.441358606,0.029745296,0.80119338,0.169061324
974,Signatures Restaurant,0.441625165,0.029736512,0.801074139,0.169189001
975,SU&BU,0.441717107,0.029705494,0.801154381,0.169139777
976,Wahlburgers,0.441343661,0.029706843,0.80128621,0.169006252
977,Chinese Dumpling House,0.440699063,0.029756072,0.801392783,0.168850451
978,Beer2Beer,0.440545997,0.02972513,0.801492894,0.168781282
979,Fushimi,0.440512742,0.029694252,0.801548476,0.168756579
980,Indian Roti House,0.440670287,0.029663438,0.80155102,0.16878485
981,The Bagel Stop,0.440711507,0.029679682,0.801486524,0.168833103
982,Sushi Club,0.440695823,0.029648947,0.801577149,0.168773214
983,North Poke,0.44055069,0.029672759,0.801564483,0.168762414
984,Sushihwa,0.440263417,0.02974268,0.801536342,0.168720634
985,Queen Margherita Pizza,0.440412285,0.029807295,0.801405368,0.168786648
986,Carens Rosedale,0.440575593,0.029803369,0.801376074,0.168819869
987,Kanga Pies,0.440597768,0.029772665,0.801450206,0.168776442
988,Kebaberie Yorkville,0.440962813,0.029769811,0.80135952,0.168869983
989,Uncle Tetsu's Japanese Cheesecake,0.441022207,0.029787526,0.801325908,0.168885881
990,Kenzo Ramen,0.441190312,0.029779185,0.801270455,0.168949675
991,Le Gourmand,0.440965663,0.029852257,0.801203488,0.16894357
992,Sichuan Ren,0.4410863,0.029845917,0.801227878,0.168925521
993,M Square Coffee Co,0.441143925,0.029815358,0.801257679,0.16892628
994,Little India Restaurant,0.440565803,0.029892601,0.801319468,0.168787249
995,Daio Japanese Restaurant,0.440744108,0.029886921,0.801319142,0.168793256
996,Ravi Soups,0.440820517,0.029889078,0.801281048,0.168829194
997,The Bier Markt,0.441043712,0.029890551,0.801256628,0.168852141
998,Ronto’s Burger,0.440876842,0.02990764,0.801270628,0.168821053
999,Shanghai 360,0.440764417,0.029907056,0.801296133,0.168796133
